group,time,cum.in,lci,uci
Care home (priority group 1),39,0.0015321052057640783,0.0012802987831391777,0.0017854953165815646
Care home (priority group 1),40,0.0015669463460014077,0.00131038885879875,0.0018219201450114797
Care home (priority group 1),41,0.001623959120935381,0.0013626505691548552,0.0018852676727159068
Care home (priority group 1),42,0.0016588002611728214,0.0013943243330071242,0.001921692501145933
Care home (priority group 1),43,0.0017047272187584728,0.0014370839142074932,0.0019723705233093414
Care home (priority group 1),44,0.0017395683589958022,0.0014687576780596512,0.002010379039931953
Care home (priority group 1),45,0.0017395683589958022,0.0014687576780596512,0.002010379039931953
Care home (priority group 1),46,0.0017744094992332426,0.001502015130104506,0.0020468038683619794
Care home (priority group 1),47,0.0017981648221223612,0.001522603076608453,0.0020721428794437946
Care home (priority group 1),48,0.0018440917797080125,0.001565362657808822,0.002122820901607203
Care home (priority group 1),49,0.0018916024254863606,0.0016097059272018877,0.002175082611963308
Care home (priority group 1),50,0.0019280272539162757,0.0016413796910540457,0.00221309112858592
Care home (priority group 1),51,0.0019280272539162757,0.0016413796910540457,0.00221309112858592
Care home (priority group 1),52,0.001962868394153716,0.0016746371430989004,0.002251099645208532
Care home (priority group 1),53,0.0019992932225837423,0.0017078945951436442,0.0022906918500238405
Care home (priority group 1),54,0.00201196272812465,0.001718980412491966,0.002303361355564637
Care home (priority group 1),55,0.002048387556554565,0.0017538215527292955,0.0023429535603799456
Care home (priority group 1),56,0.002097481890525499,0.0017981648221223612,0.0023967989589286365
Care home (priority group 1),57,0.0021212372134146174,0.001820336456818894,0.0024221379700103407
Care home (priority group 1),58,0.0021212372134146174,0.001820336456818894,0.0024221379700103407
Care home (priority group 1),59,0.002133906718955525,0.0018330059623598016,0.002436391163743834
Care home (priority group 1),60,0.002171915235578137,0.001867847102597131,0.0024775670567517283
Care home (priority group 1),61,0.002197254246659841,0.0018900187372936639,0.002504489756026018
Care home (priority group 1),62,0.0022225932577416563,0.0019137740601828934,0.002531412455300419
Care home (priority group 1),63,0.0022368464514751496,0.00192644356572369,0.0025456656490339125
Care home (priority group 1),64,0.002249515957015946,0.0019391130712645976,0.0025615025309599915
Care home (priority group 1),65,0.0022637691507494395,0.0019517825768055053,0.002575755724693485
Care home (priority group 1),66,0.0022637691507494395,0.0019517825768055053,0.002575755724693485
Care home (priority group 1),67,0.0022637691507494395,0.0019517825768055053,0.002575755724693485
Care home (priority group 1),68,0.002292275538216426,0.001978705276079795,0.002607429488545643
Care home (priority group 1),69,0.0023382024958020775,0.0020198811690876894,0.0026581075107091623
Care home (priority group 1),70,0.0023872968297730113,0.0020626407502880584,0.0027103692210651564
Care home (priority group 1),71,0.0024553954220551955,0.0021244045897998998,0.0027848025661177944
Care home (priority group 1),72,0.0025076571324113006,0.002171915235578137,0.0028433990292443534
Care home (priority group 1),73,0.0025250777025299653,0.002187752117504216,0.002862403287555715
Care home (priority group 1),74,0.00254249827264863,0.002203588999430295,0.002882991234059551
Care home (priority group 1),75,0.0025615025309599915,0.002219425881356374,0.0029019954923709124
Care home (priority group 1),76,0.002578923101078656,0.0022368464514751496,0.0029225834388748595
Care home (priority group 1),77,0.002578923101078656,0.0022368464514751496,0.0029225834388748595
Care home (priority group 1),78,0.002578923101078656,0.0022368464514751496,0.0029225834388748595
Care home (priority group 1),79,0.0026026784239677747,0.0022558507097864,0.0029495061381491494
Care home (priority group 1),80,0.0026026784239677747,0.0022558507097864,0.0029495061381491494
Care home (priority group 1),81,0.002653356446131294,0.0023001939791794657,0.0030065189130831227
Care home (priority group 1),82,0.002653356446131294,0.0023001939791794657,0.0030065189130831227
Care home (priority group 1),83,0.0027784678133473406,0.002404717399891676,0.0031522182268031163
Care home (priority group 1),84,0.0028529011583999786,0.0024648975512108207,0.0032409047655892476
Care home (priority group 1),85,0.0029384203208009385,0.002532996143493005,0.003343844498108872
Care home (priority group 1),86,0.0029875146547717613,0.0025710046601156167,0.003404024649428017
Care home (priority group 1),87,0.0031981451843887676,0.0027325408557616893,0.0036621658248232603
Care home (priority group 1),88,0.003356514003649669,0.0028592359111704324,0.003855375784321602
Care home (priority group 1),89,0.0034119430903910564,0.0029019954923709124,0.003921890688411089
Care home (priority group 1),90,0.003733431793490616,0.0031506345386105306,0.004314645360178226
Care home (priority group 1),91,0.003812616203121122,0.0032092310017370895,0.004416001404505154
Care home (priority group 1),92,0.00391397224744805,0.0032789132822118594,0.004549031212684351
Care home (priority group 1),93,0.004161027605495082,0.003440449477857932,0.004881605733132233
Care home (priority group 1),94,0.004161027605495082,0.003440449477857932,0.004881605733132233
Care home (priority group 1),95,0.004294057413674279,0.0035275523284514776,0.005058978810704495
Care home (priority group 1),96,0.00456486809461043,0.003711260158794083,0.005418476030426667
Care home (priority group 1),97,0.00456486809461043,0.003711260158794083,0.005418476030426667
Care home (priority group 1),98,0.00456486809461043,0.003711260158794083,0.005418476030426667
Care home (priority group 1),99,0.00456486809461043,0.003711260158794083,0.005418476030426667
Care home (priority group 1),100,0.00456486809461043,0.003711260158794083,0.005418476030426667
Care home (priority group 1),101,0.00456486809461043,0.003711260158794083,0.005418476030426667
Care home (priority group 1),102,0.00456486809461043,0.003711260158794083,0.005418476030426667
Care home (priority group 1),103,0.00456486809461043,0.003711260158794083,0.005418476030426667
Care home (priority group 1),104,0.00456486809461043,0.003711260158794083,0.005418476030426667
Care home (priority group 1),105,0.00456486809461043,0.003711260158794083,0.005418476030426667
Care home (priority group 1),106,0.00456486809461043,0.003711260158794083,0.005418476030426667
Care home (priority group 1),107,0.00456486809461043,0.003711260158794083,0.005418476030426667
Care home (priority group 1),108,0.00456486809461043,0.003711260158794083,0.005418476030426667
Care home (priority group 1),109,0.00456486809461043,0.003711260158794083,0.005418476030426667
Care home (priority group 1),110,0.00456486809461043,0.003711260158794083,0.005418476030426667
Care home (priority group 1),111,0.00456486809461043,0.003711260158794083,0.005418476030426667
Care home (priority group 1),112,0.00456486809461043,0.003711260158794083,0.005418476030426667
Care home (priority group 1),113,0.00456486809461043,0.003711260158794083,0.005418476030426667
Care home (priority group 1),114,0.00456486809461043,0.003711260158794083,0.005418476030426667
Care home (priority group 1),115,0.00456486809461043,0.003711260158794083,0.005418476030426667
Care home (priority group 1),116,0.00456486809461043,0.003711260158794083,0.005418476030426667
Care home (priority group 1),117,0.00456486809461043,0.003711260158794083,0.005418476030426667
Care home (priority group 1),118,0.00456486809461043,0.003711260158794083,0.005418476030426667
Care home (priority group 1),119,0.00456486809461043,0.003711260158794083,0.005418476030426667
Care home (priority group 1),120,0.00456486809461043,0.003711260158794083,0.005418476030426667
Care home (priority group 1),121,0.00456486809461043,0.003711260158794083,0.005418476030426667
Care home (priority group 1),124,0.00456486809461043,0.003711260158794083,0.005418476030426667
Care home (priority group 1),125,0.00456486809461043,0.003711260158794083,0.005418476030426667
Care home (priority group 1),126,0.00456486809461043,0.003711260158794083,0.005418476030426667
Care home (priority group 1),127,0.00456486809461043,0.003711260158794083,0.005418476030426667
Care home (priority group 1),128,0.00456486809461043,0.003711260158794083,0.005418476030426667
Care home (priority group 1),130,0.00456486809461043,0.003711260158794083,0.005418476030426667
Care home (priority group 1),131,0.00456486809461043,0.003711260158794083,0.005418476030426667
Care home (priority group 1),132,0.00456486809461043,0.003711260158794083,0.005418476030426667
Care home (priority group 1),133,0.00456486809461043,0.003711260158794083,0.005418476030426667
Care home (priority group 1),134,0.00456486809461043,0.003711260158794083,0.005418476030426667
Care home (priority group 1),135,0.00456486809461043,0.003711260158794083,0.005418476030426667
Care home (priority group 1),136,0.00456486809461043,0.003711260158794083,0.005418476030426667
Care home (priority group 1),138,0.00456486809461043,0.003711260158794083,0.005418476030426667
Care home (priority group 1),140,0.00456486809461043,0.003711260158794083,0.005418476030426667
Care home (priority group 1),144,0.00456486809461043,0.003711260158794083,0.005418476030426667
Care home (priority group 1),145,0.00456486809461043,0.003711260158794083,0.005418476030426667
Care home (priority group 1),146,0.00456486809461043,0.003711260158794083,0.005418476030426667
Care home (priority group 1),147,0.00456486809461043,0.003711260158794083,0.005418476030426667
Care home (priority group 1),150,0.00456486809461043,0.003711260158794083,0.005418476030426667
Care home (priority group 1),153,0.007054425933391895,0.002095898202332913,0.01198761465336906
Care home (priority group 1),155,0.007054425933391895,0.002095898202332913,0.01198761465336906
Care home (priority group 1),156,0.007054425933391895,0.002095898202332913,0.01198761465336906
Care home (priority group 1),157,0.007054425933391895,0.002095898202332913,0.01198761465336906
Care home (priority group 1),158,0.007054425933391895,0.002095898202332913,0.01198761465336906
Care home (priority group 1),159,0.007054425933391895,0.002095898202332913,0.01198761465336906
Care home (priority group 1),160,0.007054425933391895,0.002095898202332913,0.01198761465336906
Care home (priority group 1),161,0.007054425933391895,0.002095898202332913,0.01198761465336906
Care home (priority group 1),162,0.007054425933391895,0.002095898202332913,0.01198761465336906
Care home (priority group 1),163,0.007054425933391895,0.002095898202332913,0.01198761465336906
Care home (priority group 1),164,0.007054425933391895,0.002095898202332913,0.01198761465336906
Care home (priority group 1),165,0.007054425933391895,0.002095898202332913,0.01198761465336906
Care home (priority group 1),167,0.007054425933391895,0.002095898202332913,0.01198761465336906
Care home (priority group 1),168,0.007054425933391895,0.002095898202332913,0.01198761465336906
Care home (priority group 1),169,0.007054425933391895,0.002095898202332913,0.01198761465336906
80+ (priority group 2),0,6.787235110605749e-7,6.787235110605749e-7,6.787235110605749e-7
80+ (priority group 2),1,1.0180852666796802e-5,3.8460998963429915e-6,1.4931917244553894e-5
80+ (priority group 2),2,1.809929362983631e-5,1.0180852666796802e-5,2.601773459287582e-5
80+ (priority group 2),3,2.601773459287582e-5,1.651560543713959e-5,3.710355194108672e-5
80+ (priority group 2),4,3.710355194108672e-5,2.601773459287582e-5,4.8189369289408646e-5
80+ (priority group 2),5,4.8189369289408646e-5,3.5519863748501024e-5,6.244256302290196e-5
80+ (priority group 2),6,5.769149844503385e-5,4.343830471154053e-5,7.194469217852717e-5
80+ (priority group 2),7,6.719362760065906e-5,5.135674567458004e-5,8.303050952673807e-5
80+ (priority group 2),8,7.986313314156668e-5,6.244256302290196e-5,9.728370326023139e-5
80+ (priority group 2),9,9.411632687506e-5,7.511206856369856e-5,1.1312058518631041e-4
80+ (priority group 2),10,1.052021442232709e-4,8.461419771943479e-5,1.2420640253463233e-4
80+ (priority group 2),11,1.0995320880113901e-4,9.094895048977758e-5,1.3054115530508614e-4
80+ (priority group 2),12,1.2420640253463233e-4,1.020347678380995e-4,1.4479434903857946e-4
80+ (priority group 2),13,1.3370853169025754e-4,1.1153689699372471e-4,1.5588016638679036e-4
80+ (priority group 2),14,1.4637803723116516e-4,1.2420640253463233e-4,1.7013336012028368e-4
80+ (priority group 2),15,1.5588016638679036e-4,1.3212484349767184e-4,1.796354892759089e-4
80+ (priority group 2),16,1.6854967192769799e-4,1.4321066084588274e-4,1.938886830094022e-4
80+ (priority group 2),17,1.780518010833232e-4,1.5271279000161897e-4,2.033908121650274e-4
80+ (priority group 2),18,1.875539302389484e-4,1.6221491915724418e-4,2.1447662951334934e-4
80+ (priority group 2),19,1.923049948168165e-4,1.6538229554241557e-4,2.1764400589852073e-4
80+ (priority group 2),20,2.049745003576131e-4,1.780518010833232e-4,2.3189719963201405e-4
80+ (priority group 2),21,2.1130925312806692e-4,1.828028656611913e-4,2.3823195240246786e-4
80+ (priority group 2),22,2.2556244686156024e-4,1.970560593945736e-4,2.556525225211326e-4
80+ (priority group 2),23,2.3981564059505356e-4,2.0972556493548122e-4,2.699057162546259e-4
80+ (priority group 2),24,2.4773408155809307e-4,2.1764400589852073e-4,2.778241572176654e-4
80+ (priority group 2),25,2.5723621071371827e-4,2.2714613505414594e-4,2.889099745659873e-4
80+ (priority group 2),26,2.667383398694545e-4,2.3506457601718544e-4,2.9841210372161253e-4
80+ (priority group 2),27,2.825752217955335e-4,2.4931776975067876e-4,3.1424898564769155e-4
80+ (priority group 2),28,2.90493662758573e-4,2.5723621071371827e-4,3.2375111480331675e-4
80+ (priority group 2),29,2.9841210372161253e-4,2.651546516767578e-4,3.3166955576635626e-4
80+ (priority group 2),30,3.0633054468465204e-4,2.730730926399083e-4,3.3958799672939577e-4
80+ (priority group 2),31,3.1424898564769155e-4,2.809915336029478e-4,3.49090125885132e-4
80+ (priority group 2),32,3.2533480299590245e-4,2.90493662758573e-4,3.601759432333429e-4
80+ (priority group 2),33,3.3166955576635626e-4,2.9682841552902683e-4,3.665106960037967e-4
80+ (priority group 2),34,3.3958799672939577e-4,3.0474685649206634e-4,3.760128251594219e-4
80+ (priority group 2),35,3.522575022703034e-4,3.1583267384027724e-4,3.8868233070032954e-4
80+ (priority group 2),36,3.617596314259286e-4,3.2533480299590245e-4,3.9818445985595474e-4
80+ (priority group 2),37,3.665106960037967e-4,3.3008586757377056e-4,4.0293552443382286e-4
80+ (priority group 2),38,3.728454487742505e-4,3.364206203442244e-4,4.1085396539686236e-4
80+ (priority group 2),39,3.7918020154470433e-4,3.411716849220925e-4,4.1560502997461946e-4
80+ (priority group 2),40,3.855149543150471e-4,3.475064376924353e-4,4.2352347093777e-4
80+ (priority group 2),41,0.00039660077166336904,3.585922550407572e-4,4.346092882859809e-4
80+ (priority group 2),42,4.0610290081899425e-4,3.680943841963824e-4,4.456951056341918e-4
80+ (priority group 2),43,4.1243765358944806e-4,3.728454487742505e-4,4.520298584046456e-4
80+ (priority group 2),44,4.2035609455248757e-4,3.8076388973729003e-4,4.599482993676851e-4
80+ (priority group 2),45,4.346092882859809e-4,3.9501708347078335e-4,4.757851812937641e-4
80+ (priority group 2),46,4.472787938268885e-4,4.0610290081899425e-4,4.884546868346717e-4
80+ (priority group 2),47,4.567809229825137e-4,4.1560502997461946e-4,4.97956815990297e-4
80+ (priority group 2),48,4.678667403307246e-4,4.266908473229414e-4,5.090426333386189e-4
80+ (priority group 2),49,4.7420149310117843e-4,4.330256000933952e-4,5.169610743016584e-4
80+ (priority group 2),50,4.7895255767904654e-4,4.361929764785666e-4,5.217121388795265e-4
80+ (priority group 2),51,4.884546868346717e-4,4.456951056341918e-4,5.312142680351517e-4
80+ (priority group 2),52,4.97956815990297e-4,4.536135465973423e-4,5.407163971907769e-4
80+ (priority group 2),53,5.090426333386189e-4,4.662830521381389e-4,5.533859027316845e-4
80+ (priority group 2),54,5.217121388795265e-4,4.7736886948646085e-4,5.660554082724811e-4
80+ (priority group 2),55,5.29630579842566e-4,4.8528731044950035e-4,5.739738492356317e-4
80+ (priority group 2),56,5.391327089981912e-4,4.947894396051256e-4,5.834759783912569e-4
80+ (priority group 2),57,5.45467461768645e-4,5.011241923755794e-4,5.913944193542964e-4
80+ (priority group 2),58,5.518022145390988e-4,5.058752569533365e-4,5.977291721247502e-4
80+ (priority group 2),59,5.597206555021383e-4,5.13793697916487e-4,6.056476130877897e-4
80+ (priority group 2),60,5.676390964651779e-4,5.217121388795265e-4,6.135660540508292e-4
80+ (priority group 2),61,5.723901610429349e-4,5.264632034572836e-4,6.183171186285863e-4
80+ (priority group 2),62,5.818922901986712e-4,5.343816444203231e-4,6.278192477843225e-4
80+ (priority group 2),63,5.898107311617107e-4,5.438837735760593e-4,6.373213769399477e-4
80+ (priority group 2),64,5.929781075468821e-4,5.45467461768645e-4,6.404887533251191e-4
80+ (priority group 2),65,6.072313012803754e-4,5.597206555021383e-4,6.563256352511981e-4
80+ (priority group 2),66,6.183171186285863e-4,5.708064728503492e-4,6.674114525995201e-4
80+ (priority group 2),67,6.214844950138687e-4,5.723901610429349e-4,6.689951407921058e-4
80+ (priority group 2),68,6.294029359769082e-4,5.803086020059744e-4,6.78497269947731e-4
80+ (priority group 2),69,6.389050651325334e-4,5.898107311617107e-4,6.895830872960529e-4
80+ (priority group 2),70,6.563256352511981e-4,6.056476130877897e-4,7.070036574147176e-4
80+ (priority group 2),71,6.705788289846915e-4,6.183171186285863e-4,7.212568511482109e-4
80+ (priority group 2),72,6.848320227181848e-4,6.325703123620796e-4,7.370937330742899e-4
80+ (priority group 2),73,6.94334151873921e-4,6.420724415178158e-4,7.465958622299151e-4
80+ (priority group 2),74,7.070036574147176e-4,6.531582588660267e-4,7.608490559634085e-4
80+ (priority group 2),75,7.133384101851714e-4,6.594930116364806e-4,7.671838087338623e-4
80+ (priority group 2),76,7.402611094595724e-4,6.848320227181848e-4,7.956901962008489e-4
80+ (priority group 2),77,7.560979913856514e-4,6.990852164516781e-4,8.131107663195136e-4
80+ (priority group 2),78,7.640164323486909e-4,7.070036574147176e-4,8.210292072825531e-4
80+ (priority group 2),79,7.782696260821842e-4,7.196731629556252e-4,8.352824010160464e-4
80+ (priority group 2),80,7.877717552378094e-4,7.291752921112504e-4,8.463682183643684e-4
80+ (priority group 2),81,7.925228198156775e-4,7.323426684965328e-4,8.511192829421255e-4
80+ (priority group 2),82,8.289476482455926e-4,7.671838087338623e-4,8.922951759500197e-4
80+ (priority group 2),83,8.400334655939146e-4,7.782696260821842e-4,9.033809932982306e-4
80+ (priority group 2),84,8.59037723905165e-4,7.941065080082632e-4,9.223852516095921e-4
80+ (priority group 2),85,8.780419822165264e-4,8.115270781269279e-4,9.445568863061249e-4
80+ (priority group 2),86,8.954625523351911e-4,8.273639600530069e-4,9.635611446173753e-4
80+ (priority group 2),87,9.112994342612701e-4,8.416171537865003e-4,9.80981714736151e-4
80+ (priority group 2),88,9.255526279947635e-4,8.542866593274079e-4,9.9681859666223e-4
80+ (priority group 2),89,9.366384453430854e-4,8.637887884830331e-4,0.001007904414010441
80+ (priority group 2),90,9.445568863061249e-4,8.717072294460726e-4,0.0010174065431660662
80+ (priority group 2),91,9.556427036543358e-4,8.812093586016978e-4,0.0010300760487069738
80+ (priority group 2),92,9.635611446173753e-4,8.891277995647373e-4,0.0010379944896700133
80+ (priority group 2),93,9.683122091952434e-4,8.922951759500197e-4,0.0010427455542478814
80+ (priority group 2),94,9.762306501582829e-4,9.002136169130592e-4,0.0010522476834035066
80+ (priority group 2),95,9.936512202769476e-4,9.160504988391382e-4,0.001071251941714868
80+ (priority group 2),96,0.0010031533494326839,9.239689398021778e-4,0.0010807540708704932
80+ (priority group 2),97,0.0010158228549734805,9.366384453430854e-4,0.0010965909527965723
80+ (priority group 2),98,0.0010205739195513486,9.398058217282568e-4,0.001102925705567026
80+ (priority group 2),99,0.0010316597368995595,9.49307950883882e-4,0.001114011522915237
80+ (priority group 2),100,0.0010379944896700133,9.540590154617501e-4,0.0011203462756856908
80+ (priority group 2),101,0.0010379944896700133,9.540590154617501e-4,0.0011203462756856908
80+ (priority group 2),102,0.0010379944896700133,9.540590154617501e-4,0.0011203462756856908
80+ (priority group 2),103,0.0010538313715960923,9.698958973878291e-4,0.0011393505339970522
80+ (priority group 2),104,0.0010538313715960923,9.698958973878291e-4,0.0011393505339970522
80+ (priority group 2),105,0.0010601661243665461,9.746469619656972e-4,0.0011472689749600917
80+ (priority group 2),106,0.001066500877137,9.793980265434543e-4,0.0011536037277305455
80+ (priority group 2),107,0.0010807540708704932,9.92067532084362e-4,0.0011694406096566246
80+ (priority group 2),108,0.001087088823640947,9.9681859666223e-4,0.001177359050619664
80+ (priority group 2),109,0.001087088823640947,9.9681859666223e-4,0.001177359050619664
80+ (priority group 2),110,0.0011013420173744404,0.001007904414010441,0.001193195932545743
80+ (priority group 2),111,0.0011013420173744404,0.001007904414010441,0.001193195932545743
80+ (priority group 2),112,0.001114011522915237,0.0010205739195513486,0.001209032814471822
80+ (priority group 2),113,0.0011219299638782765,0.0010269086723218024,0.0012169512554348616
80+ (priority group 2),114,0.0011282647166487303,0.0010332434250922562,0.0012248696963979011
80+ (priority group 2),115,0.0011361831576117698,0.001039578177862599,0.0012327881373609406
80+ (priority group 2),116,0.0011504363513452631,0.001050663995210921,0.0012486250192870196
80+ (priority group 2),117,0.0011646895450787564,0.0010633335007518285,0.0012660455894057954
80+ (priority group 2),118,0.0011789427388122498,0.0010760030062926251,0.0012818824713318744
80+ (priority group 2),119,0.0011789427388122498,0.0010760030062926251,0.0012818824713318744
80+ (priority group 2),120,0.0011789427388122498,0.0010760030062926251,0.0012818824713318744
80+ (priority group 2),121,0.0011789427388122498,0.0010760030062926251,0.0012818824713318744
80+ (priority group 2),122,0.0011789427388122498,0.0010760030062926251,0.0012818824713318744
80+ (priority group 2),123,0.0011852774915827036,0.001082337759063079,0.001289800912294914
80+ (priority group 2),124,0.001193195932545743,0.0010886725118335328,0.0012977193532579534
80+ (priority group 2),125,0.001215367567242276,0.0011076767701447832,0.0013230583643396576
80+ (priority group 2),126,0.001215367567242276,0.0011076767701447832,0.0013230583643396576
80+ (priority group 2),127,0.0012217023200127297,0.001114011522915237,0.0013309768053026971
80+ (priority group 2),128,0.001235955513746223,0.0011266810284561446,0.0013468136872287761
80+ (priority group 2),129,0.001235955513746223,0.0011266810284561446,0.0013468136872287761
80+ (priority group 2),130,0.0012502087074796053,0.0011393505339970522,0.0013626505691548552
80+ (priority group 2),131,0.0012581271484426448,0.001145685286767506,0.0013705690101178947
80+ (priority group 2),132,0.0012660455894057954,0.0011520200395378488,0.0013784874510809342
80+ (priority group 2),133,0.0012723803421761382,0.0011583547923083026,0.0013879895802366704
80+ (priority group 2),134,0.0012802987831391777,0.0011646895450787564,0.00139590802119971
80+ (priority group 2),135,0.001294551976872671,0.001177359050619664,0.001411744903125789
80+ (priority group 2),136,0.001294551976872671,0.001177359050619664,0.001411744903125789
80+ (priority group 2),137,0.0013008867296431248,0.0011836938033901179,0.0014196633440888284
80+ (priority group 2),138,0.0013008867296431248,0.0011836938033901179,0.0014196633440888284
80+ (priority group 2),139,0.0013230583643396576,0.0012026980617013683,0.001443418666977947
80+ (priority group 2),140,0.0013309768053026971,0.001209032814471822,0.0014513371079409865
80+ (priority group 2),141,0.001337311558073151,0.001215367567242276,0.0014608392370966117
80+ (priority group 2),142,0.0013452299990361904,0.0012217023200127297,0.0014687576780596512
80+ (priority group 2),143,0.0013594831927696838,0.0012343718255535263,0.0014845945599858412
80+ (priority group 2),144,0.0013816548274662166,0.0012533760838648877,0.0015083498828749597
80+ (priority group 2),145,0.001432332849629736,0.001299303041450539,0.001565362657808822
80+ (priority group 2),146,0.0014402512905927756,0.001305637794220993,0.0015732810987718615
80+ (priority group 2),147,0.0014465860433632294,0.0013119725469914467,0.001581199539734901
80+ (priority group 2),148,0.0014545044843262689,0.0013183072997617895,0.0015891179806979405
80+ (priority group 2),149,0.0014830108717931445,0.0013452299990361904,0.0016207917445502096
80+ (priority group 2),150,0.0014972640655266378,0.001357899504577098,0.0016366286264762886
80+ (priority group 2),151,0.0015131009474527168,0.0013721526983105914,0.0016540491965949533
80+ (priority group 2),152,0.001549525775882743,0.0014038264621627494,0.0016936414014101508
80+ (priority group 2),153,0.0015637789696162363,0.0014180796558962427,0.0017094782833362299
80+ (priority group 2),154,0.001592285357083223,0.001443418666977947,0.001741152047188499
80+ (priority group 2),155,0.0016144569917797558,0.001464006613481894,0.0017649073700776174
80+ (priority group 2),156,0.0016144569917797558,0.001464006613481894,0.0017649073700776174
80+ (priority group 2),157,0.0016382123146688743,0.0014845945599858412,0.0017902463811593217
80+ (priority group 2),158,0.001671469766713618,0.0015146846356454136,0.0018282548977819335
80+ (priority group 2),159,0.0017015598423731904,0.0015416073349197035,0.0018615123498267883
80+ (priority group 2),160,0.0017379846708032165,0.0015716974105792758,0.0019026882428345715
80+ (priority group 2),161,0.0017918300693519074,0.0016160406799723415,0.00196920314692417
80+ (priority group 2),162,0.001836173338744973,0.00163979600286146,0.0020309669864359003
80+ (priority group 2),163,0.0020499712447472618,0.0015859506043127691,0.00251557557337434
80+ (priority group 2),164,0.0020499712447472618,0.0015859506043127691,0.00251557557337434
80+ (priority group 2),165,0.0020499712447472618,0.0015859506043127691,0.00251557557337434
80+ (priority group 2),166,0.0020499712447472618,0.0015859506043127691,0.00251557557337434
80+ (priority group 2),167,0.0020499712447472618,0.0015859506043127691,0.00251557557337434
80+ (priority group 2),168,0.0020499712447472618,0.0015859506043127691,0.00251557557337434
80+ (priority group 2),169,0.0020499712447472618,0.0015859506043127691,0.00251557557337434
80+ (priority group 2),171,0.0020499712447472618,0.0015859506043127691,0.00251557557337434
Health/care workers (priority groups 1-2),0,6.787235110605749e-7,6.787235110605749e-7,6.787235110605749e-7
Health/care workers (priority groups 1-2),1,2.1266670015007705e-5,8.597164474100083e-6,3.393617555591533e-5
